Name,IQ,GPA,Placement
Student2226,119,2.79,0
Student2227,128,3.46,0
Student2228,138,2.39,1
Student2229,127,3.28,1
Student2230,111,2.33,0
Student2231,131,2.19,1
Student2232,82,2.37,0
Student2233,99,2.0,0
Student2234,140,2.96,1
Student2235,119,2.67,1
Student2236,106,3.51,0
Student2237,119,2.16,0
Student2238,93,3.12,0
Student2239,131,2.38,1
Student2240,92,2.73,1
Student2241,144,2.11,0
Student2242,91,3.18,1
Student2243,81,3.96,1
Student2244,122,2.18,0
Student2245,116,2.23,0
Student2246,119,2.39,0
Student2247,131,3.92,0
Student2248,99,2.91,0
Student2249,119,3.3,0
Student2250,106,2.25,0
Student2251,128,2.83,0
Student2252,113,2.83,0
Student2253,115,3.38,0
Student2254,100,3.89,1
Student2255,111,2.06,0
Student2256,103,3.69,1
Student2257,136,2.13,0
Student2258,140,2.48,1
Student2259,114,2.97,1
Student2260,146,3.98,1
Student2261,96,2.57,0
Student2262,116,3.46,0
Student2263,87,3.67,1
Student2264,111,3.52,1
Student2265,117,2.92,1
Student2266,91,2.48,0
Student2267,139,2.66,0
Student2268,86,2.84,1
Student2269,136,2.63,0
Student2270,127,2.85,1
Student2271,149,2.69,0
Student2272,149,2.4,0
Student2273,92,2.23,1
Student2274,87,3.52,0
Student2275,131,2.11,1
Student2276,149,3.43,1
Student2277,149,2.42,0
Student2278,83,3.18,0
Student2279,113,2.43,0
Student2280,123,2.34,1
Student2281,106,2.43,0
Student2282,148,2.13,1
Student2283,85,2.17,1
Student2284,148,2.71,0
Student2285,80,2.3,0
Student2286,125,2.29,1
Student2287,86,3.73,1
Student2288,80,3.79,0
Student2289,91,3.95,0
Student2290,91,2.73,1
Student2291,109,3.12,0
Student2292,82,2.15,1
Student2293,85,3.44,1
Student2294,150,3.29,1
Student2295,84,2.63,1
Student2296,126,3.02,0
Student2297,103,3.93,0
Student2298,128,4.0,1
Student2299,137,2.42,1
Student2300,136,2.04,1
Student2301,112,2.44,1
Student2302,129,3.62,1
Student2303,111,2.73,0
Student2304,141,2.69,0
Student2305,110,3.7,0
Student2306,86,2.73,0
Student2307,123,3.87,1
Student2308,80,2.26,1
Student2309,146,2.4,0
Student2310,94,3.85,1
Student2311,118,3.11,1
Student2312,133,3.88,0
Student2313,149,2.62,0
Student2314,87,3.43,0
Student2315,137,2.01,0
Student2316,147,2.16,1
Student2317,97,2.32,0
Student2318,107,3.93,0
Student2319,139,2.74,0
Student2320,134,2.41,1
Student2321,91,3.85,1
Student2322,140,2.28,0
Student2323,146,2.56,1
Student2324,136,3.16,1
Student2325,84,3.43,1
Student2326,95,3.02,0
Student2327,110,3.38,0
Student2328,150,3.2,0
Student2329,141,3.01,0
Student2330,81,2.51,1
Student2331,110,2.58,1
Student2332,110,2.56,0
Student2333,121,3.77,0
Student2334,90,2.01,0
Student2335,143,2.38,1
Student2336,149,2.8,1
Student2337,96,2.7,0
Student2338,107,2.96,1
Student2339,109,3.72,0
Student2340,83,2.06,1
Student2341,122,2.09,1
Student2342,134,3.01,1
Student2343,147,2.32,1
Student2344,129,3.93,0
Student2345,129,3.49,1
Student2346,90,3.17,1
Student2347,95,3.2,0
Student2348,117,3.13,1
Student2349,94,3.54,1
Student2350,148,2.12,1
Student2351,135,3.7,0
Student2352,109,2.57,0
Student2353,97,2.91,0
Student2354,101,2.15,1
Student2355,105,3.42,0
Student2356,94,2.89,1
Student2357,87,2.57,0
Student2358,90,2.7,1
Student2359,120,3.16,1
Student2360,109,3.58,0
Student2361,131,3.13,0
Student2362,104,3.67,0
Student2363,95,2.69,1
Student2364,131,2.15,1
Student2365,103,3.61,0
Student2366,144,3.18,1
Student2367,84,3.61,0
Student2368,91,3.82,0
Student2369,138,2.88,0
Student2370,136,3.8,0
Student2371,124,2.29,1
Student2372,99,2.76,0
Student2373,97,2.52,0
Student2374,146,2.15,0
Student2375,124,2.59,1
Student2376,95,3.66,1
Student2377,128,3.69,0
Student2378,100,3.09,1
Student2379,96,2.71,0
Student2380,103,2.61,0
Student2381,127,3.52,1
Student2382,138,3.26,1
Student2383,101,2.51,0
Student2384,118,3.85,1
Student2385,133,2.99,1
Student2386,118,3.9,1
Student2387,132,3.65,1
Student2388,93,3.7,0
Student2389,117,2.8,1
Student2390,145,3.79,1
Student2391,94,3.41,0
Student2392,110,2.72,0
Student2393,117,3.28,1
Student2394,143,2.14,1
Student2395,140,2.66,1
Student2396,108,3.91,1
Student2397,126,2.23,1
Student2398,87,2.72,0
Student2399,141,3.41,0
Student2400,110,3.03,0
Student2401,133,2.17,1
Student2402,125,3.41,0
Student2403,128,2.21,0
Student2404,118,2.0,0
Student2405,145,3.63,1
Student2406,113,2.1,1
Student2407,112,3.51,0
Student2408,133,2.87,0
Student2409,94,3.34,1
Student2410,119,2.02,1
Student2411,108,3.93,1
Student2412,132,3.06,0
Student2413,134,3.47,0
Student2414,126,3.66,1
Student2415,82,2.65,0
Student2416,128,3.78,0
Student2417,107,2.67,0
Student2418,123,3.48,0
Student2419,114,3.15,1
Student2420,142,3.01,1
Student2421,150,3.39,1
Student2422,137,2.36,0
Student2423,134,2.85,1
Student2424,141,2.28,0
Student2425,135,2.37,1
Student2426,140,2.44,0
Student2427,85,2.2,0
Student2428,94,3.49,0
Student2429,141,2.67,1
Student2430,99,2.37,0
Student2431,132,3.23,1
Student2432,88,3.68,0
Student2433,136,2.33,0
Student2434,129,3.08,0
Student2435,144,2.07,0
Student2436,98,2.53,0
Student2437,101,3.26,1
Student2438,127,2.41,1
Student2439,108,3.75,0
Student2440,104,2.64,0
Student2441,121,3.81,1
Student2442,84,3.65,0
Student2443,97,3.31,0
Student2444,92,2.36,0
Student2445,106,2.36,0
Student2446,98,2.04,1
Student2447,116,2.91,1
Student2448,91,3.03,0
Student2449,98,2.77,0
Student2450,127,3.05,1
Student2451,94,3.49,1
Student2452,130,2.2,1
Student2453,130,3.02,1
Student2454,83,3.6,1
Student2455,82,3.12,0
Student2456,106,2.93,1
Student2457,117,2.35,0
Student2458,125,3.49,1
Student2459,138,2.24,0
Student2460,127,3.66,0
Student2461,81,3.96,0
Student2462,144,2.72,0
Student2463,146,3.15,1
Student2464,122,2.72,1
Student2465,88,2.97,1
Student2466,117,2.59,1
Student2467,148,3.61,0
Student2468,92,3.01,1
Student2469,133,3.64,1
Student2470,148,3.37,0
Student2471,104,2.24,1
Student2472,105,2.79,1
Student2473,150,3.89,1
Student2474,141,3.98,1
Student2475,133,2.67,0
Student2476,84,3.37,0
Student2477,137,2.64,1
Student2478,114,3.55,1
Student2479,111,3.74,0
Student2480,123,2.39,0
Student2481,129,2.22,1
Student2482,139,2.82,0
Student2483,106,2.57,0
Student2484,101,2.93,1
Student2485,80,3.99,0
Student2486,140,3.95,0
Student2487,112,2.92,0
Student2488,97,3.13,0
Student2489,139,3.77,0
Student2490,150,2.67,0
Student2491,123,2.73,1
Student2492,150,2.43,0
Student2493,124,3.46,0
Student2494,133,2.8,0
Student2495,150,3.94,1
Student2496,125,2.71,1
Student2497,136,2.88,0
Student2498,133,2.15,1
Student2499,121,3.92,0
Student2500,83,3.04,0
Student2501,111,3.87,0
Student2502,87,2.98,1
Student2503,108,2.77,1
Student2504,147,3.39,1
Student2505,142,3.77,1
Student2506,146,2.03,0
Student2507,148,2.01,0
Student2508,147,2.09,1
Student2509,106,3.64,0
Student2510,114,2.73,1
Student2511,131,2.58,1
Student2512,136,3.37,0
Student2513,104,2.6,0
Student2514,81,2.68,1
Student2515,146,2.01,0
Student2516,145,3.9,1
Student2517,101,3.05,1
Student2518,137,2.45,0
Student2519,126,2.19,0
Student2520,132,3.21,1
Student2521,122,2.18,0
Student2522,115,2.89,1
Student2523,95,2.47,0
Student2524,112,2.06,0
Student2525,136,2.92,1
Student2526,116,3.42,1
Student2527,84,2.9,0
Student2528,139,2.89,1
Student2529,144,3.08,0
Student2530,85,3.19,0
Student2531,150,2.72,1
Student2532,89,3.75,0
Student2533,123,2.18,0
Student2534,147,3.1,0
Student2535,138,2.46,0
Student2536,95,3.5,0
Student2537,128,3.5,0
Student2538,87,2.51,1
Student2539,87,2.73,0
Student2540,117,3.41,0
Student2541,140,2.29,0
Student2542,145,2.75,1
Student2543,126,2.31,1
Student2544,149,3.03,1
Student2545,106,3.67,1
Student2546,149,3.16,0
Student2547,94,2.81,1
Student2548,114,2.59,0
Student2549,139,3.54,0
Student2550,112,2.8,0
Student2551,92,2.65,0
Student2552,90,3.05,0
Student2553,136,2.48,1
Student2554,84,3.45,0
Student2555,88,2.15,0
Student2556,87,3.14,0
Student2557,147,3.94,1
Student2558,80,3.37,1
Student2559,112,2.65,0
Student2560,105,3.3,0
Student2561,131,2.12,1
Student2562,124,3.01,0
Student2563,107,2.69,0
Student2564,119,3.45,0
Student2565,111,2.84,0
Student2566,86,3.15,1
Student2567,143,3.01,0
Student2568,146,2.54,0
Student2569,134,3.15,1
Student2570,87,3.51,0
Student2571,87,3.41,0
Student2572,145,3.49,0
Student2573,128,3.46,0
Student2574,148,2.88,0
Student2575,95,3.22,0
Student2576,144,3.77,0
Student2577,144,3.31,1
Student2578,89,3.21,1
Student2579,105,2.74,1
Student2580,124,2.38,1
Student2581,138,2.25,1
Student2582,112,3.65,1
Student2583,102,3.45,0
Student2584,122,2.64,1
Student2585,123,3.37,0
Student2586,90,3.66,0
Student2587,86,3.78,1
Student2588,150,2.86,0
Student2589,94,2.44,0
Student2590,107,3.79,0
Student2591,129,2.25,0
Student2592,107,2.78,1
Student2593,143,3.56,1
Student2594,137,2.7,1
Student2595,105,2.68,1
Student2596,150,2.03,0
Student2597,148,3.67,1
Student2598,91,2.46,0
Student2599,128,2.11,0
Student2600,130,3.65,1
Student2601,132,3.34,0
Student2602,104,2.34,0
Student2603,133,3.96,0
Student2604,116,2.87,1
Student2605,95,3.44,0
Student2606,134,2.01,1
Student2607,128,3.29,0
Student2608,143,2.88,0
Student2609,82,2.21,1
Student2610,94,3.89,1
Student2611,108,2.76,1
Student2612,130,3.47,1
Student2613,85,3.8,1
Student2614,133,3.56,1
Student2615,138,3.09,1
Student2616,84,2.26,1
Student2617,143,3.8,1
Student2618,86,3.03,0
Student2619,146,3.04,1
Student2620,101,2.64,0
Student2621,109,3.41,0
Student2622,91,3.19,0
Student2623,122,3.69,0
Student2624,90,2.1,1
Student2625,87,2.81,1
Student2626,138,3.91,0
Student2627,134,3.91,0
Student2628,94,3.2,1
Student2629,142,2.5,1
Student2630,131,3.69,1
Student2631,92,3.19,0
Student2632,83,3.79,1
Student2633,100,3.89,0
Student2634,107,2.17,0
Student2635,131,3.7,1
Student2636,119,3.91,0
Student2637,83,2.9,0
Student2638,148,2.34,1
Student2639,102,3.76,1
Student2640,113,2.82,1
Student2641,83,2.19,1
Student2642,134,2.33,0
Student2643,130,2.18,1
Student2644,114,2.18,0
Student2645,92,2.42,1
Student2646,110,2.77,1
Student2647,104,3.18,1
Student2648,82,3.52,1
Student2649,86,3.64,0
Student2650,96,3.45,0
Student2651,95,3.4,0
Student2652,110,3.66,1
Student2653,150,2.21,1
Student2654,117,3.98,0
Student2655,95,3.04,0
Student2656,148,3.42,1
Student2657,99,3.82,0
Student2658,121,3.47,0
Student2659,133,2.77,1
Student2660,119,3.17,0
Student2661,87,2.18,0
Student2662,121,3.68,0
Student2663,105,2.24,0
Student2664,92,3.53,0
Student2665,106,2.57,1
Student2666,111,2.23,0
Student2667,147,3.14,0
Student2668,131,3.06,1
Student2669,134,2.68,0
Student2670,129,3.65,0
Student2671,137,3.21,1
Student2672,96,2.5,0
Student2673,130,2.76,0
Student2674,146,2.62,1
Student2675,97,3.91,0
Student2676,114,3.26,0
Student2677,97,3.89,0
Student2678,145,3.12,1
Student2679,88,3.54,0
Student2680,83,3.95,0
Student2681,134,2.9,0
Student2682,87,3.26,0
Student2683,81,2.66,1
Student2684,139,3.65,0
Student2685,131,3.11,0
Student2686,136,2.22,1
Student2687,98,2.77,0
Student2688,129,2.31,1
Student2689,117,3.89,1
Student2690,111,2.82,0
Student2691,150,2.54,0
Student2692,146,2.36,1
Student2693,126,2.01,0
Student2694,123,2.53,1
Student2695,149,2.29,0
Student2696,83,2.51,1
Student2697,99,2.62,0
Student2698,100,3.24,1
Student2699,131,2.88,1
Student2700,122,2.67,0
Student2701,85,2.48,1
Student2702,148,3.74,1
Student2703,91,3.19,1
Student2704,134,3.26,0
Student2705,83,2.87,0
Student2706,115,2.84,1
Student2707,109,2.16,1
Student2708,139,2.87,1
Student2709,131,2.3,1
Student2710,107,3.88,1
Student2711,86,3.85,0
Student2712,135,3.33,0
Student2713,110,3.42,1
Student2714,88,3.49,1
Student2715,114,2.47,1
Student2716,100,2.04,1
Student2717,100,2.37,0
Student2718,116,3.58,1
Student2719,99,3.43,1
Student2720,106,2.91,0
Student2721,101,2.64,0
Student2722,99,2.86,1
Student2723,125,2.84,1
Student2724,106,2.8,1
Student2725,93,2.34,1
Student2726,129,3.5,1
Student2727,82,2.6,1
Student2728,112,2.99,0
Student2729,129,2.19,0
Student2730,142,2.84,1
Student2731,144,2.4,0
Student2732,117,2.08,1
Student2733,108,2.82,1
Student2734,121,2.42,1
Student2735,117,2.33,0
Student2736,80,3.04,1
Student2737,115,2.26,0
Student2738,88,2.86,1
Student2739,145,2.06,1
Student2740,94,2.83,1
Student2741,109,3.45,0
Student2742,109,3.5,1
Student2743,132,3.43,1
Student2744,117,3.77,1
Student2745,148,3.25,0
Student2746,147,2.94,0
Student2747,139,3.76,0
Student2748,96,3.01,0
Student2749,145,3.14,0
Student2750,129,2.62,1
Student2751,105,2.34,1
Student2752,148,2.88,0
Student2753,115,2.59,1
Student2754,127,2.2,1
Student2755,80,3.52,1
Student2756,123,3.64,1
Student2757,116,2.82,1
Student2758,109,2.56,1
Student2759,114,3.05,0
Student2760,145,2.44,1
Student2761,95,2.29,0
Student2762,131,2.85,1
Student2763,82,2.99,1
Student2764,88,2.19,1
Student2765,135,3.17,0
Student2766,83,3.95,1
Student2767,133,3.73,0
Student2768,147,2.87,0
Student2769,104,3.79,1
Student2770,84,3.62,0
Student2771,123,3.43,0
Student2772,116,2.17,1
Student2773,106,3.05,0
Student2774,102,2.06,0
Student2775,126,3.3,0
Student2776,130,2.13,0
Student2777,112,3.25,1
Student2778,100,3.99,1
Student2779,103,2.75,0
Student2780,102,2.31,0
Student2781,101,2.32,0
Student2782,141,3.52,1
Student2783,93,2.1,0
Student2784,113,3.24,0
Student2785,145,2.52,0
Student2786,99,2.22,1
Student2787,99,3.81,1
Student2788,121,3.29,0
Student2789,144,2.9,0
Student2790,121,2.21,0
Student2791,115,3.65,0
Student2792,122,3.38,1
Student2793,138,2.93,0
Student2794,111,2.37,0
Student2795,110,3.61,0
Student2796,105,3.41,0
Student2797,94,3.24,0
Student2798,98,2.34,0
Student2799,96,2.32,0
Student2800,90,3.15,1
Student2801,88,3.57,0
Student2802,148,2.55,1
Student2803,140,2.35,0
Student2804,89,3.15,0
Student2805,126,3.03,1
Student2806,147,2.06,0
Student2807,140,3.69,0
Student2808,130,3.95,1
Student2809,111,2.45,1
Student2810,86,3.18,1
Student2811,83,2.46,0
Student2812,98,2.4,0
Student2813,125,3.19,0
Student2814,107,2.26,1
Student2815,106,2.65,0
Student2816,83,3.38,1
Student2817,132,2.78,1
Student2818,129,2.18,0
Student2819,121,2.96,1
Student2820,94,2.65,0
Student2821,120,3.18,0
Student2822,105,3.73,0
Student2823,112,2.82,0
Student2824,106,2.0,1
Student2825,113,3.63,1
Student2826,121,2.31,1
Student2827,108,3.65,1
Student2828,125,2.27,1
Student2829,100,3.14,1
Student2830,124,2.13,1
Student2831,105,3.11,1
Student2832,121,2.8,0
Student2833,104,3.37,0
Student2834,94,2.43,1
Student2835,115,3.23,1
Student2836,140,2.09,1
Student2837,120,3.62,0
Student2838,131,3.6,0
Student2839,103,3.85,0
Student2840,142,3.75,1
Student2841,103,2.73,1
Student2842,113,3.15,0
Student2843,103,3.78,1
Student2844,123,2.28,1
Student2845,138,3.08,1
Student2846,136,2.71,1
Student2847,100,3.24,1
Student2848,122,2.23,1
Student2849,101,3.6,0
Student2850,103,3.92,0
Student2851,111,2.48,0
Student2852,138,2.94,1
Student2853,147,3.1,0
Student2854,133,3.05,1
Student2855,130,3.31,1
Student2856,105,3.18,1
Student2857,139,3.96,0
Student2858,135,3.94,0
Student2859,134,3.92,1
Student2860,105,2.58,0
Student2861,97,3.69,0
Student2862,102,3.93,0
Student2863,99,2.81,1
Student2864,136,2.53,0
Student2865,96,2.13,0
Student2866,117,2.45,0
Student2867,92,2.78,1
Student2868,133,2.81,0
Student2869,118,3.29,0
Student2870,94,3.23,0
Student2871,100,3.6,0
Student2872,83,2.28,0
Student2873,142,3.31,0
Student2874,115,2.99,1
Student2875,116,2.53,1
Student2876,116,2.1,1
Student2877,85,2.94,0
Student2878,136,3.52,1
Student2879,95,3.67,0
Student2880,148,2.6,0
Student2881,140,2.19,0
Student2882,150,2.42,0
Student2883,116,3.36,1
Student2884,141,3.86,1
Student2885,135,3.68,0
Student2886,128,3.66,1
Student2887,91,2.9,0
Student2888,135,2.18,1
Student2889,121,2.62,0
Student2890,120,2.35,1
Student2891,141,3.58,1
Student2892,146,2.11,0
Student2893,119,2.16,0
Student2894,94,2.98,1
Student2895,141,2.98,0
Student2896,141,2.13,0
Student2897,140,3.98,1
Student2898,102,2.57,1
Student2899,130,3.19,0
Student2900,133,3.45,1
Student2901,150,2.41,1
Student2902,144,2.89,0
Student2903,81,3.87,0
Student2904,145,2.04,1
Student2905,145,3.13,1
Student2906,82,2.05,0
Student2907,110,2.43,0
Student2908,146,2.23,1
Student2909,137,3.81,1
Student2910,149,3.46,1
Student2911,141,2.17,1
Student2912,135,2.94,0
Student2913,148,3.05,0
Student2914,144,3.89,0
Student2915,107,3.54,0
Student2916,123,3.48,1
Student2917,87,3.25,0
Student2918,140,2.11,0
Student2919,101,2.79,1
Student2920,89,2.7,1
Student2921,124,2.35,0
Student2922,89,3.88,1
Student2923,139,2.74,1
Student2924,124,3.77,1
Student2925,131,2.36,0
Student2926,89,2.43,0
Student2927,131,3.53,1
Student2928,149,2.95,0
Student2929,146,3.15,1
Student2930,145,3.86,1
Student2931,96,2.64,1
Student2932,113,2.28,1
Student2933,90,2.85,1
Student2934,142,3.56,1
Student2935,100,3.36,0
Student2936,112,3.58,1
Student2937,84,2.03,1
Student2938,108,3.74,0
Student2939,101,2.55,1
Student2940,90,3.52,1
Student2941,84,2.2,1
Student2942,135,3.14,1
Student2943,127,3.71,0
Student2944,128,3.73,0
Student2945,124,2.32,1
Student2946,111,3.87,1
Student2947,124,2.36,0
Student2948,101,3.03,0
Student2949,146,2.91,1
Student2950,80,2.88,0
Student2951,136,3.78,0
Student2952,94,3.93,1
Student2953,120,2.72,1
Student2954,92,3.41,1
Student2955,101,3.21,0
Student2956,99,3.42,1
Student2957,80,2.43,1
Student2958,144,3.08,1
Student2959,114,3.94,1
Student2960,126,3.28,0
Student2961,146,2.88,0
Student2962,117,3.34,0
Student2963,83,2.39,0
Student2964,89,2.81,0
Student2965,140,2.34,0
Student2966,84,2.05,1
Student2967,86,3.28,1
Student2968,138,2.79,0
Student2969,95,3.09,1
Student2970,111,2.94,0
Student2971,95,3.5,1
Student2972,107,3.11,1
Student2973,85,3.98,0
Student2974,120,2.25,1
Student2975,117,2.76,1
Student2976,140,3.22,0
Student2977,129,3.51,1
Student2978,83,3.76,0
Student2979,118,2.44,0
Student2980,96,3.25,1
Student2981,149,2.63,0
Student2982,139,3.98,0
Student2983,147,3.54,0
Student2984,86,2.89,1
Student2985,111,3.02,1
Student2986,130,3.57,1
Student2987,116,2.99,1
Student2988,136,2.57,1
Student2989,91,2.63,0
Student2990,125,2.54,1
Student2991,121,3.41,1
Student2992,131,3.43,0
Student2993,124,3.97,1
Student2994,104,3.61,0
Student2995,142,2.3,0
Student2996,107,2.85,1
Student2997,109,3.99,1
Student2998,112,2.47,1
Student2999,111,2.45,1
Student3000,142,3.69,0
Student3001,133,2.99,0
Student3002,85,3.19,1
Student3003,138,2.09,0
Student3004,146,3.31,0
Student3005,89,2.58,0
Student3006,115,3.5,0
Student3007,147,3.51,1
Student3008,135,2.07,0
Student3009,143,2.66,1
Student3010,124,3.47,0
Student3011,90,3.58,0
Student3012,136,3.83,0
Student3013,136,3.77,0
Student3014,145,3.98,1
Student3015,104,2.05,0
Student3016,106,2.37,0
Student3017,125,2.76,0
Student3018,142,2.17,1
Student3019,89,3.58,1
Student3020,130,3.56,1
Student3021,86,2.24,1
Student3022,118,2.63,1
Student3023,125,3.77,0
Student3024,150,3.8,0
Student3025,139,2.14,1
Student3026,114,2.48,0
Student3027,99,2.74,1
Student3028,96,3.2,1
Student3029,91,3.27,1
Student3030,124,3.25,1
Student3031,143,3.38,0
Student3032,148,3.19,0
Student3033,124,2.09,1
Student3034,117,3.39,0
Student3035,115,3.14,0
Student3036,100,3.35,1
Student3037,124,2.19,0
Student3038,135,2.44,0
Student3039,107,3.39,0
Student3040,147,3.88,0
Student3041,141,3.75,0
Student3042,116,2.75,0
Student3043,121,2.84,1
Student3044,149,2.06,1
Student3045,145,3.41,0
Student3046,132,3.19,0
Student3047,133,2.86,1
Student3048,94,2.01,0
Student3049,136,3.6,0
Student3050,112,2.9,1
Student3051,124,3.26,0
Student3052,89,2.25,0
Student3053,127,2.1,0
Student3054,102,2.16,1
Student3055,103,3.87,0
Student3056,138,2.69,0
Student3057,124,2.94,0
Student3058,82,2.78,1
Student3059,100,3.28,1
Student3060,109,2.81,1
Student3061,90,2.49,0
Student3062,99,2.43,0
Student3063,147,2.2,1
Student3064,114,3.11,0
Student3065,95,2.45,1
Student3066,100,3.69,0
Student3067,121,3.22,0
Student3068,147,3.16,0
Student3069,130,3.79,0
Student3070,110,3.73,1
Student3071,115,2.61,0
Student3072,125,2.75,1
Student3073,133,2.94,0
Student3074,135,2.68,0
Student3075,129,3.44,0
Student3076,103,2.94,1
Student3077,87,2.31,1
Student3078,87,2.56,1
Student3079,140,3.66,0
Student3080,109,2.34,0
Student3081,132,2.29,1
Student3082,102,2.84,1
Student3083,121,3.77,0
Student3084,105,2.59,0
Student3085,127,2.29,1
Student3086,82,3.8,1
Student3087,126,2.09,1
Student3088,87,2.86,1
Student3089,110,2.71,0
Student3090,106,3.97,0
Student3091,113,3.35,0
Student3092,139,2.97,1
Student3093,121,3.42,0
Student3094,111,3.95,0
Student3095,117,2.14,0
Student3096,91,3.1,0
Student3097,106,3.29,1
Student3098,126,3.1,1
Student3099,96,3.15,1
Student3100,112,3.18,0
Student3101,128,2.25,1
Student3102,134,2.08,1
Student3103,89,2.02,1
Student3104,83,3.21,0
Student3105,125,3.32,0
Student3106,98,2.45,0
Student3107,114,2.82,0
Student3108,81,3.23,0
Student3109,88,2.18,1
Student3110,93,3.55,0
Student3111,98,3.46,1
Student3112,135,2.06,0
Student3113,81,2.83,1
Student3114,82,3.17,0
Student3115,110,2.17,1
Student3116,122,3.95,1
Student3117,105,2.14,0
Student3118,107,3.72,1
Student3119,87,2.02,1
Student3120,150,2.71,1
Student3121,97,3.03,1
Student3122,109,2.15,1
Student3123,122,3.63,1
Student3124,103,3.28,0
Student3125,118,2.87,0
Student3126,124,2.95,0
Student3127,146,3.63,1
Student3128,121,2.35,1
Student3129,108,3.37,1
Student3130,133,3.61,0
Student3131,122,2.89,0
Student3132,129,2.51,1
Student3133,148,2.69,1
Student3134,112,2.12,0
Student3135,105,2.01,1
Student3136,143,3.44,1
Student3137,130,2.87,1
Student3138,110,3.85,0
Student3139,144,2.3,0
Student3140,134,3.11,0
Student3141,117,2.63,1
Student3142,111,2.61,0
Student3143,83,3.39,1
Student3144,99,2.91,0
Student3145,146,3.89,0
Student3146,110,3.96,0
Student3147,114,3.99,0
Student3148,99,2.3,1
Student3149,134,2.64,1
Student3150,91,3.68,0
Student3151,107,3.72,1
Student3152,86,2.48,0
Student3153,117,3.79,1
Student3154,120,2.05,0
Student3155,127,3.17,1
Student3156,125,3.34,1
Student3157,127,3.89,1
Student3158,89,3.62,0
Student3159,84,3.37,0
Student3160,106,3.88,1
Student3161,89,3.9,0
Student3162,149,3.65,1
Student3163,99,2.53,1
Student3164,94,2.79,0
Student3165,132,3.48,1
Student3166,96,3.38,1
Student3167,132,2.8,1
Student3168,99,3.67,0
Student3169,111,2.9,0
Student3170,90,3.62,0
Student3171,112,2.74,0
Student3172,101,2.18,0
Student3173,115,3.75,1
Student3174,105,2.68,1
Student3175,115,3.11,1
Student3176,137,3.32,1
Student3177,142,2.21,1
Student3178,102,2.53,0
Student3179,127,3.94,1
Student3180,98,2.66,0
Student3181,102,3.89,0
Student3182,131,3.21,1
Student3183,148,2.49,0
Student3184,102,2.83,1
Student3185,94,3.98,0
Student3186,82,3.33,1
Student3187,81,3.49,1
Student3188,148,2.77,1
Student3189,150,3.65,0
Student3190,84,3.05,1
Student3191,132,3.86,1
Student3192,141,3.03,0
Student3193,97,3.5,1
Student3194,136,3.65,1
Student3195,135,3.62,1
Student3196,121,2.34,0
Student3197,137,2.66,1
Student3198,89,2.44,0
Student3199,85,2.39,0
Student3200,115,3.99,0
Student3201,118,3.27,1
Student3202,103,3.23,0
Student3203,150,3.11,0
Student3204,92,3.57,0
Student3205,145,2.86,1
Student3206,128,2.66,0
Student3207,115,2.82,1
Student3208,99,3.24,0
Student3209,147,3.0,1
Student3210,104,3.25,0
Student3211,97,3.62,1
Student3212,146,2.08,0
Student3213,133,3.27,1
Student3214,84,2.02,1
Student3215,146,3.18,1
Student3216,98,3.47,0
Student3217,90,3.98,1
Student3218,86,3.69,1
Student3219,96,2.52,1
Student3220,98,2.31,0
Student3221,102,2.91,1
Student3222,92,3.81,1
Student3223,146,2.81,0
Student3224,80,2.21,1
Student3225,149,3.13,1
Student3226,143,2.56,0
Student3227,117,3.37,0
Student3228,150,3.08,1
Student3229,149,2.06,1
Student3230,148,2.66,1
Student3231,132,2.5,0
Student3232,90,3.59,1
Student3233,91,3.44,0
Student3234,144,2.94,1
Student3235,89,2.66,0
Student3236,144,3.96,0
Student3237,114,2.65,0
Student3238,123,3.33,1
Student3239,104,2.07,1
Student3240,109,2.74,0
Student3241,139,3.69,1
Student3242,101,2.26,1
Student3243,81,3.74,0
Student3244,87,2.58,1
Student3245,106,3.01,0
Student3246,113,2.42,0
Student3247,91,3.33,1
Student3248,86,3.07,1
Student3249,109,3.1,1
Student3250,108,2.64,1
Student3251,132,3.01,0
Student3252,84,3.07,1
Student3253,95,3.5,1
Student3254,124,3.55,1
Student3255,87,3.84,0
Student3256,142,2.14,0
Student3257,138,2.79,1
Student3258,86,3.11,0
Student3259,98,3.31,0
Student3260,102,2.83,0
Student3261,92,2.18,1
Student3262,107,2.09,1
Student3263,94,3.17,1
Student3264,89,2.23,1
Student3265,95,2.03,1
Student3266,141,2.66,0
Student3267,120,3.8,1
Student3268,132,3.36,1
Student3269,141,2.59,1
Student3270,100,3.43,1
Student3271,98,2.14,0
Student3272,143,2.18,0
Student3273,130,2.1,0
Student3274,116,2.24,0
Student3275,117,2.77,1
Student3276,107,2.88,0
Student3277,141,3.34,1
Student3278,119,2.04,0
Student3279,138,3.0,1
Student3280,125,3.34,1
Student3281,87,2.21,1
Student3282,135,3.07,0
Student3283,133,3.67,1
Student3284,135,3.69,0
Student3285,98,2.96,1
Student3286,94,2.7,0
Student3287,90,2.74,1
Student3288,97,3.88,0
Student3289,120,3.26,0
Student3290,121,2.58,0
Student3291,142,3.13,1
Student3292,117,3.74,1
Student3293,147,3.4,0
Student3294,91,2.66,0
Student3295,99,2.87,1
Student3296,96,2.51,0
Student3297,121,2.18,1
Student3298,148,3.91,1
Student3299,136,2.95,0
Student3300,141,3.72,1
